"'=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==='"
"=== Task 1: Monthly late rate overall and by ship_mode (Apr-Jun 2025) ==="
order_month,ship_mode,total_orders,late_rate
2500,19,SKU00034,27,EUR,2024-11-10,26.47,EUR,26.47,714.69
2503,3,SKU00026,41,EUR,2024-11-11,9.97,EUR,9.97,408.77
2505,20,SKU00026,20,USD,2024-11-11,11.03,USD,10.1476,202.952
2507,16,SKU00033,4,EUR,2024-11-12,7.46,EUR,7.46,29.84
2509,19,SKU00036,67,EUR,2024-11-12,7.32,EUR,7.32,490.44
2512,20,SKU00009,7,EUR,2024-11-13,13.45,EUR,13.45,94.15
2514,5,SKU00023,16,EUR,2024-11-13,6.95,EUR,6.95,111.2
2515,16,SKU00036,23,EUR,2024-11-13,7.47,EUR,7.47,171.81
2516,11,SKU00040,44,EUR,2024-11-13,27.72,EUR,27.72,1219.68
2523,16,SKU00029,14,EUR,2024-11-14,31.66,EUR,31.66,443.24
2529,17,SKU00012,16,EUR,2024-11-14,28.23,EUR,28.23,451.68
2533,7,SKU00039,22,USD,2024-11-15,22.17,USD,20.3964,448.7208
2535,15,SKU00003,14,EUR,2024-11-15,16.19,EUR,16.19,226.66
2537,4,SKU00001,16,EUR,2024-11-15,11.09,EUR,11.09,177.44
2542,11,SKU00035,10,EUR,2024-11-15,11.76,EUR,11.76,117.6
2543,13,SKU00003,39,EUR,2024-11-16,15.65,EUR,15.65,610.35
2546,6,SKU00028,20,EUR,2024-11-16,14.76,EUR,14.76,295.2
2551,3,SKU00040,21,EUR,2024-11-16,27.37,EUR,27.37,574.77
2556,6,SKU00007,10,USD,2024-11-17,9.57,USD,8.8044,88.044
2560,1,SKU00031,60,USD,2024-11-17,26.18,USD,24.0856,1445.136
2561,1,SKU00018,19,EUR,2024-11-17,10.2,EUR,10.2,193.8
2576,3,SKU00004,73,USD,2024-11-18,12.51,USD,11.5092,840.1716
2582,5,SKU00006,28,EUR,2024-11-19,25.54,EUR,25.54,715.12
2585,7,SKU00034,39,EUR,2024-11-20,24.57,EUR,24.57,958.23
2586,12,SKU00022,20,EUR,2024-11-20,10.88,EUR,10.88,217.6
2590,19,SKU00030,16,USD,2024-11-20,19.46,USD,17.9032,286.4512
2591,3,SKU00028,100,EUR,2024-11-21,14.03,EUR,14.03,1403.0
2596,17,SKU00026,24,EUR,2024-11-21,9.71,EUR,9.71,233.04
2598,17,SKU00018,11,USD,2024-11-21,10.88,USD,10.0096,110.1056
2601,4,SKU00035,34,EUR,2024-11-22,11.74,EUR,11.74,399.16
2606,14,SKU00003,10,EUR,2024-11-22,15.67,EUR,15.67,156.7
2611,4,SKU00027,21,EUR,2024-11-22,8.75,EUR,8.75,183.75
2619,7,SKU00024,17,EUR,2024-11-23,25.17,EUR,25.17,427.89
2620,19,SKU00016,20,USD,2024-11-23,7.77,USD,7.1484,142.968
2623,18,SKU00036,10,EUR,2024-11-23,7.44,EUR,7.44,74.4
2624,3,SKU00030,11,EUR,2024-11-23,17.29,EUR,17.29,190.19
2627,6,SKU00006,25,EUR,2024-11-23,11.62,EUR,11.62,290.5
2628,18,SKU00017,64,USD,2024-11-23,8.66,USD,7.9672,509.9008
2629,7,SKU00009,24,EUR,2024-11-24,14.01,EUR,14.01,336.24
2633,14,SKU00027,27,EUR,2024-11-24,8.73,EUR,8.73,235.71
2634,13,SKU00040,53,EUR,2024-11-24,25.91,EUR,25.91,1373.23
2637,10,SKU00005,11,USD,2024-11-25,11.79,USD,10.8468,119.3148
2638,10,SKU00006,54,USD,2024-11-25,27.75,USD,25.53,1378.62
2641,19,SKU00026,11,EUR,2024-11-25,4.92,EUR,4.92,54.12
2643,20,SKU00022,5,EUR,2024-11-25,11.11,EUR,11.11,55.55
2644,16,SKU00008,29,EUR,2024-11-25,14.59,EUR,14.59,423.11
2649,17,SKU00031,10,EUR,2024-11-27,12.18,EUR,12.18,121.8
2655,1,SKU00017,11,EUR,2024-11-27,12.22,EUR,12.22,134.42
2656,7,SKU00028,45,EUR,2024-11-27,14.55,EUR,14.55,654.75
2658,2,SKU00031,9,EUR,2024-11-28,11.88,EUR,11.88,106.92
2660,8,SKU00036,76,EUR,2024-11-28,11.12,EUR,11.12,845.12
2661,2,SKU00021,64,EUR,2024-11-28,22.37,EUR,22.37,1431.68
2663,20,SKU00021,46,EUR,2024-11-29,13.4,EUR,13.4,616.4
2664,18,SKU00034,23,EUR,2024-11-29,24.83,EUR,24.83,571.09
2667,19,SKU00039,11,EUR,2024-11-29,18.66,EUR,18.66,205.26
2672,14,SKU00027,18,EUR,2024-11-30,8.73,EUR,8.73,157.14
2673,16,SKU00034,7,EUR,2024-12-01,25.5,EUR,25.5,178.5
2675,6,SKU00012,14,EUR,2024-12-01,26.25,EUR,26.25,367.5
2678,14,SKU00007,12,EUR,2024-12-02,9.35,EUR,9.35,112.2
2679,4,SKU00007,8,USD,2024-12-02,9.84,USD,9.0528,72.4224
2681,7,SKU00027,13,EUR,2024-12-02,9.44,EUR,9.44,122.72
2682,2,SKU00036,13,EUR,2024-12-02,11.63,EUR,11.63,151.19
2685,4,SKU00001,96,EUR,2024-12-04,11.09,EUR,11.09,1064.64
2686,1,SKU00018,9,EUR,2024-12-04,10.2,EUR,10.2,91.8
2688,13,SKU00003,12,EUR,2024-12-04,15.65,EUR,15.65,187.8
2691,16,SKU00036,4,EUR,2024-12-05,7.47,EUR,7.47,29.88
2693,9,SKU00025,7,EUR,2024-12-06,28.2,EUR,28.2,197.4
2694,19,SKU00034,18,EUR,2024-12-06,26.47,EUR,26.47,476.46
2695,17,SKU00007,5,EUR,2024-12-06,9.02,EUR,9.02,45.1
2704,13,SKU00017,23,EUR,2024-12-07,7.61,EUR,7.61,175.03
2705,5,SKU00010,4,EUR,2024-12-07,18.67,EUR,18.67,74.68
2707,16,SKU00010,29,EUR,2024-12-07,17.63,EUR,17.63,511.27
2711,7,SKU00027,30,EUR,2024-12-08,9.44,EUR,9.44,283.2
2714,7,SKU00020,9,EUR,2024-12-08,22.52,EUR,22.52,202.68
2716,7,SKU00031,10,USD,2024-12-09,14.19,USD,13.0548,130.548
2721,7,SKU00009,22,EUR,2024-12-09,14.01,EUR,14.01,308.22
2725,13,SKU00033,43,EUR,2024-12-10,7.63,EUR,7.63,328.09
2727,5,SKU00007,25,EUR,2024-12-10,9.15,EUR,9.15,228.75
2729,7,SKU00039,18,USD,2024-12-10,22.17,USD,20.3964,367.1352
2731,5,SKU00013,11,USD,2024-12-10,18.42,USD,16.9464,186.4104
2736,6,SKU00021,35,EUR,2024-12-11,13.53,EUR,13.53,473.55
2738,10,SKU00024,10,EUR,2024-12-11,12.99,EUR,12.99,129.9
2739,10,SKU00008,11,EUR,2024-12-11,14.1,EUR,14.1,155.1
2742,19,SKU00036,14,EUR,2024-12-12,7.32,EUR,7.32,102.48
2751,16,SKU00016,98,EUR,2024-12-13,6.95,EUR,6.95,681.1
2753,8,SKU00019,23,EUR,2024-12-13,20.47,EUR,20.47,470.81
2756,12,SKU00007,82,USD,2024-12-13,10.24,USD,9.4208,772.5056
2758,10,SKU00006,90,USD,2024-12-14,27.75,USD,25.53,2297.7
2760,3,SKU00032,10,USD,2024-12-14,16.59,USD,15.2628,152.628
2764,6,SKU00006,6,EUR,2024-12-14,11.62,EUR,11.62,69.72
2766,4,SKU00008,4,EUR,2024-12-15,13.42,EUR,13.42,53.68
2768,1,SKU00018,16,EUR,2024-12-16,10.2,EUR,10.2,163.2
2769,9,SKU00008,14,EUR,2024-12-16,14.13,EUR,14.13,197.82
2771,19,SKU00008,7,EUR,2024-12-17,13.37,EUR,13.37,93.59
2772,14,SKU00018,18,EUR,2024-12-17,15.01,EUR,15.01,270.18
2777,17,SKU00030,23,EUR,2024-12-17,17.96,EUR,17.96,413.08
2778,6,SKU00007,5,USD,2024-12-17,9.57,USD,8.8044,44.022
2781,1,SKU00015,6,EUR,2024-12-17,9.56,EUR,9.56,57.36
2783,6,SKU00013,46,EUR,2024-12-18,16.11,EUR,16.11,741.06
2786,9,SKU00008,17,EUR,2024-12-18,14.13,EUR,14.13,240.21
2789,1,SKU00017,26,EUR,2024-12-19,12.22,EUR,12.22,317.72
2794,20,SKU00028,44,EUR,2024-12-20,15.04,EUR,15.04,661.76
2796,4,SKU00034,30,USD,2024-12-21,26.8,USD,24.656,739.68
2800,7,SKU00005,20,EUR,2024-12-21,11.67,EUR,11.67,233.4
2803,3,SKU00032,34,USD,2024-12-21,16.59,USD,15.2628,518.9352
2806,9,SKU00033,11,EUR,2024-12-21,7.41,EUR,7.41,81.51
2807,7,SKU00011,45,USD,2024-12-22,63.73,USD,58.6316,2638.422
2808,13,SKU00012,17,EUR,2024-12-22,27.41,EUR,27.41,465.97
2814,5,SKU00008,8,EUR,2024-12-23,13.71,EUR,13.71,109.68
2820,14,SKU00001,9,EUR,2024-12-24,11.43,EUR,11.43,102.87
2822,16,SKU00018,77,EUR,2024-12-24,9.87,EUR,9.87,759.99
2823,1,SKU00015,33,EUR,2024-12-24,9.56,EUR,9.56,315.48
2824,20,SKU00002,29,USD,2024-12-24,21.33,USD,19.6236,569.0844
2829,11,SKU00026,12,EUR,2024-12-24,9.85,EUR,9.85,118.2
2832,7,SKU00030,44,EUR,2024-12-25,18.19,EUR,18.19,800.36
2834,3,SKU00030,14,EUR,2024-12-25,17.29,EUR,17.29,242.06
2835,6,SKU00020,9,USD,2024-12-25,26.65,USD,24.518,220.662
2839,2,SKU00032,12,USD,2024-12-26,15.28,USD,14.0576,168.6912
2843,17,SKU00018,34,USD,2024-12-27,10.88,USD,10.0096,340.3264
2844,11,SKU00038,46,USD,2024-12-27,13.77,USD,12.6684,582.7464
2845,13,SKU00003,65,EUR,2024-12-27,15.65,EUR,15.65,1017.25
2847,14,SKU00007,21,EUR,2024-12-27,9.35,EUR,9.35,196.35
2848,10,SKU00012,30,EUR,2024-12-27,27.14,EUR,27.14,814.2
2852,7,SKU00037,5,USD,2024-12-28,14.36,USD,13.2112,66.056
2854,10,SKU00034,18,EUR,2024-12-28,25.92,EUR,25.92,466.56
2857,3,SKU00030,28,EUR,2024-12-28,17.29,EUR,17.29,484.12
2859,4,SKU00038,8,EUR,2024-12-29,12.21,EUR,12.21,97.68
2861,3,SKU00026,76,EUR,2024-12-29,9.97,EUR,9.97,757.72
2863,5,SKU00007,12,EUR,2024-12-29,9.15,EUR,9.15,109.8
2867,6,SKU00009,20,EUR,2024-12-30,14.01,EUR,14.01,280.2
2868,5,SKU00020,10,EUR,2024-12-30,23.21,EUR,23.21,232.1
2869,4,SKU00008,12,EUR,2024-12-30,13.42,EUR,13.42,161.04
2871,1,SKU00016,14,EUR,2024-12-30,7.17,EUR,7.17,100.38
2873,7,SKU00008,7,EUR,2024-12-30,14.59,EUR,14.59,102.13
2874,15,SKU00012,11,EUR,2024-12-30,26.71,EUR,26.71,293.81
2875,9,SKU00040,15,USD,2024-12-30,29.8,USD,27.416,411.24
2877,5,SKU00016,27,EUR,2024-12-31,7.08,EUR,7.08,191.16
2880,5,SKU00026,4,EUR,2024-12-31,9.69,EUR,9.69,38.76
2884,15,SKU00038,6,EUR,2025-01-01,12.7,EUR,12.7,76.2
2890,10,SKU00012,30,EUR,2025-01-02,27.14,EUR,27.14,814.2
2892,5,SKU00020,15,EUR,2025-01-03,23.21,EUR,23.21,348.15
2893,3,SKU00025,54,USD,2025-01-03,29.6,USD,27.232,1470.528
2894,15,SKU00009,6,EUR,2025-01-03,26.48,EUR,26.48,158.88
2895,19,SKU00005,4,EUR,2025-01-03,11.17,EUR,11.17,44.68
2896,17,SKU00015,29,EUR,2025-01-03,8.77,EUR,8.77,254.33
2898,18,SKU00016,33,EUR,2025-01-03,6.94,EUR,6.94,229.02
2906,19,SKU00013,67,EUR,2025-01-04,17.98,EUR,17.98,1204.66
2909,17,SKU00001,72,EUR,2025-01-04,5.76,EUR,5.76,414.72
2910,20,SKU00022,30,EUR,2025-01-05,11.81,EUR,11.81,354.3
2911,19,SKU00014,26,EUR,2025-01-05,24.0,EUR,24.0,624.0
2925,16,SKU00017,56,USD,2025-01-07,8.05,USD,7.406,414.736
2930,2,SKU00036,4,EUR,2025-01-07,11.63,EUR,11.63,46.52
2935,17,SKU00035,13,EUR,2025-01-08,11.06,EUR,11.06,143.78
2936,1,SKU00004,31,EUR,2025-01-08,12.15,EUR,12.15,376.65
2937,13,SKU00028,24,EUR,2025-01-08,14.5,EUR,14.5,348.0
2939,5,SKU00023,34,EUR,2025-01-08,7.53,EUR,7.53,256.02
2940,6,SKU00004,24,EUR,2025-01-09,12.23,EUR,12.23,293.52
2941,15,SKU00038,39,EUR,2025-01-09,12.7,EUR,12.7,495.3
2944,3,SKU00009,23,USD,2025-01-09,14.54,USD,13.3768,307.6664
2948,16,SKU00008,63,EUR,2025-01-10,14.0,EUR,14.0,882.0
2949,4,SKU00035,9,EUR,2025-01-10,11.74,EUR,11.74,105.66
2951,10,SKU00024,18,EUR,2025-01-10,12.99,EUR,12.99,233.82
2952,6,SKU00021,5,EUR,2025-01-10,26.98,EUR,26.98,134.9
2953,17,SKU00027,24,USD,2025-01-11,10.11,USD,9.3012,223.2288
2955,12,SKU00020,3,EUR,2025-01-11,23.7,EUR,23.7,71.1
2956,5,SKU00010,85,EUR,2025-01-11,18.95,EUR,18.95,1610.75
2958,2,SKU00032,14,EUR,2025-01-11,15.3,EUR,15.3,214.2
2960,6,SKU00004,43,EUR,2025-01-11,12.23,EUR,12.23,525.89
2969,18,SKU00004,29,EUR,2025-01-12,12.09,EUR,12.09,350.61
2972,6,SKU00025,13,USD,2025-01-13,47.38,USD,43.5896,566.6648
2977,8,SKU00018,10,EUR,2025-01-13,9.71,EUR,9.71,97.1
2978,5,SKU00020,26,EUR,2025-01-13,23.21,EUR,23.21,603.46
2980,16,SKU00029,24,EUR,2025-01-13,31.66,EUR,31.66,759.84
2982,19,SKU00027,21,EUR,2025-01-13,9.33,EUR,9.33,195.93
2984,19,SKU00029,65,USD,2025-01-14,34.15,USD,31.418,2042.17
2986,17,SKU00015,4,EUR,2025-01-14,8.77,EUR,8.77,35.08
2987,3,SKU00015,18,USD,2025-01-14,10.43,USD,9.5956,172.7208
2990,19,SKU00017,23,USD,2025-01-15,8.51,USD,7.8292,180.0716
2993,16,SKU00033,5,EUR,2025-01-15,7.63,EUR,7.63,38.15
2995,12,SKU00027,13,EUR,2025-01-15,8.77,EUR,8.77,114.01
2998,12,SKU00027,21,EUR,2025-01-15,8.77,EUR,8.77,184.17
3000,17,SKU00024,29,EUR,2025-01-16,27.4,EUR,27.4,794.6
3002,10,SKU00039,21,EUR,2025-01-17,19.84,EUR,19.84,416.64
3005,19,SKU00005,3,EUR,2025-01-17,11.17,EUR,11.17,33.51
3007,8,SKU00034,3,USD,2025-01-17,27.37,USD,25.1804,75.5412
3018,8,SKU00019,9,EUR,2025-01-19,21.02,EUR,21.02,189.18
3019,3,SKU00006,15,EUR,2025-01-19,24.2,EUR,24.2,363.0
3020,12,SKU00037,11,USD,2025-01-19,14.82,USD,13.6344,149.9784
3023,14,SKU00036,24,USD,2025-01-19,7.66,USD,7.0472,169.1328
3026,13,SKU00033,81,EUR,2025-01-20,7.65,EUR,7.65,619.65
3027,7,SKU00009,11,USD,2025-01-20,15.18,USD,13.9656,153.6216
3028,7,SKU00008,8,EUR,2025-01-20,14.59,EUR,14.59,116.72
3030,17,SKU00029,19,USD,2025-01-20,36.54,USD,33.6168,638.7192
3033,14,SKU00001,18,USD,2025-01-21,12.3,USD,11.316,203.688
3036,3,SKU00015,16,USD,2025-01-21,10.43,USD,9.5956,153.5296
3037,9,SKU00004,38,EUR,2025-01-21,11.61,EUR,11.61,441.18
3041,14,SKU00007,19,USD,2025-01-21,9.88,USD,9.0896,172.7024
3044,2,SKU00011,4,USD,2025-01-22,68.24,USD,62.7808,251.1232
3045,17,SKU00015,43,EUR,2025-01-22,8.77,EUR,8.77,377.11
3049,4,SKU00014,16,EUR,2025-01-23,23.04,EUR,23.04,368.64
3051,7,SKU00019,19,USD,2025-01-23,23.6,USD,21.712,412.528
3056,13,SKU00033,8,EUR,2025-01-23,7.65,EUR,7.65,61.2
3060,4,SKU00016,17,EUR,2025-01-24,7.23,EUR,7.23,122.91
3061,9,SKU00013,8,EUR,2025-01-24,17.55,EUR,17.55,140.4
3063,3,SKU00019,54,EUR,2025-01-24,19.95,EUR,19.95,1077.3
3066,18,SKU00036,13,USD,2025-01-24,8.25,USD,7.59,98.67
3068,4,SKU00038,20,EUR,2025-01-25,12.21,EUR,12.21,244.2
3069,8,SKU00034,13,USD,2025-01-25,27.37,USD,25.1804,327.3452
3070,7,SKU00019,21,USD,2025-01-25,23.6,USD,21.712,455.952
3080,1,SKU00018,78,USD,2025-01-26,10.44,USD,9.6048,749.1744
3084,20,SKU00017,10,EUR,2025-01-27,7.5,EUR,7.5,75.0
3090,13,SKU00025,12,EUR,2025-01-27,27.34,EUR,27.34,328.08
3092,18,SKU00034,47,EUR,2025-01-27,24.83,EUR,24.83,1167.01
3094,2,SKU00011,30,USD,2025-01-28,68.24,USD,62.7808,1883.424
3099,12,SKU00020,50,EUR,2025-01-29,23.7,EUR,23.7,1185.0
3102,14,SKU00018,11,EUR,2025-01-29,9.81,EUR,9.81,107.91
3105,11,SKU00038,7,USD,2025-01-29,13.77,USD,12.6684,88.6788
3107,12,SKU00020,11,EUR,2025-01-30,23.7,EUR,23.7,260.7
3115,3,SKU00015,53,USD,2025-01-31,10.43,USD,9.5956,508.5668
3118,9,SKU00007,38,EUR,2025-01-31,9.37,EUR,9.37,356.06
3119,14,SKU00038,13,EUR,2025-02-01,12.85,EUR,12.85,167.05
3124,5,SKU00037,40,EUR,2025-02-02,13.43,EUR,13.43,537.2
3131,15,SKU00013,6,EUR,2025-02-03,17.62,EUR,17.62,105.72
3132,3,SKU00028,14,EUR,2025-02-03,14.03,EUR,14.03,196.42
3139,17,SKU00031,42,EUR,2025-02-04,12.18,EUR,12.18,511.56
3149,3,SKU00018,18,USD,2025-02-06,10.93,USD,10.0556,181.0008
3151,11,SKU00036,70,EUR,2025-02-06,7.67,EUR,7.67,536.9
3155,17,SKU00037,23,EUR,2025-02-07,14.35,EUR,14.35,330.05
3156,2,SKU00011,34,USD,2025-02-07,68.24,USD,62.7808,2134.5472
3159,9,SKU00021,47,EUR,2025-02-07,13.49,EUR,13.49,634.03
3160,16,SKU00033,48,EUR,2025-02-07,7.63,EUR,7.63,366.24
3161,20,SKU00021,28,EUR,2025-02-07,13.98,EUR,13.98,391.44
3162,8,SKU00036,5,EUR,2025-02-07,7.21,EUR,7.21,36.05
3166,15,SKU00018,20,USD,2025-02-08,11.02,USD,10.1384,202.768
3168,1,SKU00036,17,EUR,2025-02-08,7.34,EUR,7.34,124.78
3174,6,SKU00034,16,USD,2025-02-09,28.32,USD,26.0544,416.8704
3176,16,SKU00033,10,EUR,2025-02-09,7.63,EUR,7.63,76.3
3182,12,SKU00024,40,EUR,2025-02-10,25.62,EUR,25.62,1024.8
3184,18,SKU00008,9,USD,2025-02-10,15.03,USD,13.8276,124.4484
3186,13,SKU00013,39,EUR,2025-02-11,17.33,EUR,17.33,675.87
3188,14,SKU00026,39,USD,2025-02-11,11.15,USD,10.258,400.062
3189,13,SKU00013,13,EUR,2025-02-11,17.33,EUR,17.33,225.29
3191,8,SKU00018,72,EUR,2025-02-11,9.71,EUR,9.71,699.12
3193,11,SKU00036,13,EUR,2025-02-11,7.67,EUR,7.67,99.71
3194,19,SKU00030,26,USD,2025-02-11,19.46,USD,17.9032,465.4832
3202,7,SKU00009,14,USD,2025-02-13,15.18,USD,13.9656,195.5184
3207,5,SKU00023,42,EUR,2025-02-14,7.53,EUR,7.53,316.26
3209,19,SKU00035,25,USD,2025-02-14,12.44,USD,11.4448,286.12
3210,7,SKU00019,45,USD,2025-02-14,23.6,USD,21.712,977.04
3211,2,SKU00006,4,EUR,2025-02-14,25.74,EUR,25.74,102.96
3214,18,SKU00009,8,EUR,2025-02-15,13.91,EUR,13.91,111.28
3217,18,SKU00001,14,EUR,2025-02-15,11.21,EUR,11.21,156.94
3219,6,SKU00012,10,EUR,2025-02-15,26.25,EUR,26.25,262.5
3220,3,SKU00030,40,EUR,2025-02-15,17.29,EUR,17.29,691.6
3222,14,SKU00026,7,USD,2025-02-15,11.15,USD,10.258,71.806
3223,6,SKU00024,15,EUR,2025-02-15,27.08,EUR,27.08,406.2
3227,4,SKU00038,25,EUR,2025-02-16,12.21,EUR,12.21,305.25
3228,7,SKU00020,7,EUR,2025-02-16,24.77,EUR,24.77,173.39
3229,20,SKU00022,48,EUR,2025-02-16,11.81,EUR,11.81,566.88
3233,4,SKU00012,23,EUR,2025-02-17,26.7,EUR,26.7,614.1
3237,3,SKU00031,8,USD,2025-02-17,13.97,USD,12.8524,102.8192
3241,20,SKU00009,13,EUR,2025-02-17,13.45,EUR,13.45,174.85
3242,7,SKU00021,23,EUR,2025-02-17,13.52,EUR,13.52,310.96
3245,16,SKU00016,9,EUR,2025-02-18,6.95,EUR,6.95,62.55
3246,11,SKU00033,22,EUR,2025-02-18,7.34,EUR,7.34,161.48
3248,16,SKU00013,95,EUR,2025-02-18,18.01,EUR,18.01,1710.95
3250,5,SKU00025,21,EUR,2025-02-19,26.87,EUR,26.87,564.27
3252,7,SKU00031,17,USD,2025-02-19,14.19,USD,13.0548,221.9316
3253,17,SKU00012,5,EUR,2025-02-19,28.23,EUR,28.23,141.15
3260,6,SKU00008,11,USD,2025-02-20,15.61,USD,14.3612,157.9732
3261,2,SKU00022,7,EUR,2025-02-20,10.97,EUR,10.97,76.79
3270,15,SKU00028,2,EUR,2025-02-21,15.25,EUR,15.25,30.5
3272,1,SKU00019,12,EUR,2025-02-21,21.1,EUR,21.1,253.2
3280,14,SKU00003,8,EUR,2025-02-22,15.67,EUR,15.67,125.36
3284,19,SKU00002,8,EUR,2025-02-22,20.9,EUR,20.9,167.2
3289,13,SKU00028,34,EUR,2025-02-23,14.5,EUR,14.5,493.0
3297,20,SKU00021,22,EUR,2025-02-23,13.98,EUR,13.98,307.56
3302,16,SKU00029,20,EUR,2025-02-24,31.66,EUR,31.66,633.2
3303,4,SKU00014,9,EUR,2025-02-24,23.04,EUR,23.04,207.36
3304,5,SKU00026,45,EUR,2025-02-24,9.69,EUR,9.69,436.05
3307,1,SKU00019,18,EUR,2025-02-25,21.1,EUR,21.1,379.8
3308,20,SKU00002,15,USD,2025-02-25,21.33,USD,19.6236,294.354
3310,8,SKU00019,18,EUR,2025-02-25,21.02,EUR,21.02,378.36
3314,7,SKU00008,4,EUR,2025-02-25,14.59,EUR,14.59,58.36
3316,5,SKU00027,13,EUR,2025-02-25,9.45,EUR,9.45,122.85
3317,17,SKU00007,30,EUR,2025-02-25,9.03,EUR,9.03,270.9
3318,14,SKU00026,18,USD,2025-02-25,11.15,USD,10.258,184.644
3324,12,SKU00027,16,EUR,2025-02-26,8.77,EUR,8.77,140.32
3326,7,SKU00002,36,EUR,2025-02-26,21.0,EUR,21.0,756.0
3330,17,SKU00030,26,EUR,2025-02-27,17.96,EUR,17.96,466.96
3332,6,SKU00009,4,EUR,2025-02-28,14.01,EUR,14.01,56.04
3333,16,SKU00014,25,USD,2025-02-28,50.02,USD,46.0184,1150.46
3335,17,SKU00012,27,EUR,2025-02-28,28.23,EUR,28.23,762.21
3337,10,SKU00005,5,EUR,2025-02-28,11.73,EUR,11.73,58.65
3338,2,SKU00034,15,EUR,2025-02-28,24.73,EUR,24.73,370.95
3339,13,SKU00027,117,EUR,2025-02-28,9.18,EUR,9.18,1074.06
3341,17,SKU00026,17,EUR,2025-02-28,9.4,EUR,9.4,159.8
3343,19,SKU00008,17,EUR,2025-02-28,13.99,EUR,13.99,237.83
3344,17,SKU00038,12,EUR,2025-02-28,12.27,EUR,12.27,147.24
3347,18,SKU00017,64,EUR,2025-03-01,8.16,EUR,8.16,522.24
3354,18,SKU00019,10,EUR,2025-03-02,21.18,EUR,21.18,211.8
3355,8,SKU00031,11,EUR,2025-03-03,13.18,EUR,13.18,144.98
3356,18,SKU00009,120,EUR,2025-03-03,13.91,EUR,13.91,1669.2
3363,13,SKU00025,9,EUR,2025-03-04,27.34,EUR,27.34,246.06
3367,13,SKU00015,12,USD,2025-03-04,9.89,USD,9.0988,109.1856
3368,19,SKU00013,16,EUR,2025-03-04,17.98,EUR,17.98,287.68
3370,9,SKU00013,46,EUR,2025-03-05,17.55,EUR,17.55,807.3
3373,13,SKU00029,10,EUR,2025-03-05,33.18,EUR,33.18,331.8
3375,12,SKU00030,14,USD,2025-03-06,9.99,USD,9.1908,128.6712
3381,14,SKU00007,19,USD,2025-03-06,9.88,USD,9.0896,172.7024
3385,4,SKU00039,6,EUR,2025-03-07,19.43,EUR,19.43,116.58
3386,11,SKU00038,7,USD,2025-03-07,13.77,USD,12.6684,88.6788
3388,7,SKU00017,30,EUR,2025-03-07,7.8,EUR,7.8,234.0
3389,15,SKU00012,23,EUR,2025-03-07,26.71,EUR,26.71,614.33
3391,8,SKU00018,88,EUR,2025-03-08,9.71,EUR,9.71,854.48
3392,4,SKU00012,21,EUR,2025-03-08,26.7,EUR,26.7,560.7
3393,8,SKU00033,324,EUR,2025-03-08,7.11,EUR,7.11,2303.64
3398,5,SKU00033,22,EUR,2025-03-08,7.78,EUR,7.78,171.16
3399,17,SKU00007,17,EUR,2025-03-08,9.03,EUR,9.03,153.51
3403,7,SKU00034,59,EUR,2025-03-09,24.57,EUR,24.57,1449.63
3404,13,SKU00015,37,USD,2025-03-09,9.89,USD,9.0988,336.6556
3406,20,SKU00022,48,EUR,2025-03-09,11.81,EUR,11.81,566.88
3407,17,SKU00020,52,EUR,2025-03-09,23.58,EUR,23.58,1226.16
3410,17,SKU00030,38,EUR,2025-03-10,17.96,EUR,17.96,682.48
3412,7,SKU00024,25,EUR,2025-03-10,25.17,EUR,25.17,629.25
3416,17,SKU00011,28,USD,2025-03-10,65.63,USD,60.3796,1690.6288
3420,5,SKU00022,29,EUR,2025-03-11,10.84,EUR,10.84,314.36
3421,10,SKU00019,3,EUR,2025-03-11,19.72,EUR,19.72,59.16
3423,8,SKU00010,15,EUR,2025-03-11,18.54,EUR,18.54,278.1
3424,10,SKU00036,74,USD,2025-03-11,7.73,USD,7.1116,526.2584
3429,17,SKU00030,5,EUR,2025-03-11,17.96,EUR,17.96,89.8
3430,5,SKU00022,16,EUR,2025-03-12,10.84,EUR,10.84,173.44
3435,9,SKU00002,19,EUR,2025-03-12,21.46,EUR,21.46,407.74
3436,7,SKU00035,55,EUR,2025-03-12,12.19,EUR,12.19,670.45
3443,8,SKU00005,114,EUR,2025-03-13,11.14,EUR,11.14,1269.96
3444,6,SKU00034,10,USD,2025-03-13,28.32,USD,26.0544,260.544
3445,17,SKU00037,24,EUR,2025-03-13,14.35,EUR,14.35,344.4
3448,11,SKU00017,11,EUR,2025-03-13,8.21,EUR,8.21,90.31
3451,13,SKU00012,66,EUR,2025-03-14,27.93,EUR,27.93,1843.38
3452,17,SKU00009,23,EUR,2025-03-14,13.5,EUR,13.5,310.5
3453,16,SKU00021,52,EUR,2025-03-14,14.14,EUR,14.14,735.28
3454,6,SKU00020,23,EUR,2025-03-15,23.33,EUR,23.33,536.59
3458,4,SKU00014,7,EUR,2025-03-16,23.04,EUR,23.04,161.28
3461,6,SKU00006,42,EUR,2025-03-16,23.91,EUR,23.91,1004.22
3462,16,SKU00014,78,USD,2025-03-17,50.02,USD,46.0184,3589.4352
3463,16,SKU00021,13,EUR,2025-03-17,14.14,EUR,14.14,183.82
3465,7,SKU00017,36,EUR,2025-03-17,7.8,EUR,7.8,280.8
